source_md5,source_path,class,line,split
1fb26a089ec81998866404814be837b1,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260807_212358_L27_PalletGHD0808004940_Cavity14_B01BH56_Fail7_Score(0.9974515).bmp,Foreign Matter,L27,test
212a47508ef2759e6aa1d6ef22f63415,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260904_191957_L27_PalletGHQ0904224554_Cavity1_B01BMCT_Fail7_Score(0.9999108).bmp,Foreign Matter,L27,test
2153404739a82f8643a6b82ea472c5a9,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260903_155822_L27_PalletGHC0903192404_Cavity14_B01BMCR_Fail7_Score(0.9997662)_0.9992_0.9873.bmp,Foreign Matter,L27,test
2434e4cd1405e39ae5f6c54cfab64877,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260902_135802_L27_PalletGHP0902172341_Cavity6_B01BKZW_Fail7_Score(0.9999049).bmp,Foreign Matter,L27,test
2470f402dddeee28d02584000c590c69,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260808_025157_L27_PalletGHD0808061736_Cavity13_B01BH56_Fail7_Score(0.9970469).bmp,Foreign Matter,L27,test
25dd00af485438b1d7694f43dd9f065d,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260906_155653_L27_PalletGHF0906192254_Cavity8_B01BMDB_Fail7_Score(0.9992746)_0.9984_0.9598.bmp,Foreign Matter,L27,test
26963011398850034ed72dc90884596f,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260808_000423_L27_PalletGHU0808033006_Cavity1_B01BH56_Fail7_Score(0.9999828).bmp,Foreign Matter,L27,test
28946130e7eeb97d4b99ffa8a859e19b,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20241110_163640_L27_PalletGHB1110182825_Cavity14_B0178LC_Fail7_Score(0.9998441)_0.9999_0.9903.bmp,Foreign Matter,L27,test
2b08b5948d823a3071c5d478efe30f53,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260908_014259_L27_PalletGHD0908050912_Cavity15_B01BMCW_Fail7_Score(0.9999922).bmp,Foreign Matter,L27,test
2e263c68aa8ddf0e427e001d5c7f790e,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260907_181023_L27_PalletGHG0907213637_Cavity7_B01BMCW_Fail7_Score(0.9999676).bmp,Foreign Matter,L27,test
2ef6472da2bf5cbe721b2890c22964c2,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260808_044202_L27_PalletGHP0808080739_Cavity15_B01BH56_Fail6_Score(0.9714777).bmp,Foreign Matter,L27,test
323640e7665115e51854b4a315215f60,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260809_104353_L27_PalletGHF0809140942_Cavity3_B01BH58_Fail7_Score(0.9990656).bmp,Foreign Matter,L27,test
32c210772fdf0c0a5bab84f3d8fc00a6,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260808_185319_L27_PalletGHS0808221905_Cavity11_B01BH57_Fail7_Score(0.9999932)_1.0000_0.4104.bmp,Foreign Matter,L27,test
3304a98188014656869c26d5ac1a85be,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20241102_185625_L27_PalletGHK1102194724_Cavity15_B01779V_Fail7_Score(0.9909526)_0.9999_0.9544.bmp,Foreign Matter,L27,test
342fe910b1b8b1f6afc7792152a32fda,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260906_192614_L27_PalletGHA0906225218_Cavity6_B01BMDC_Fail7_Score(0.9999917).bmp,Foreign Matter,L27,test
34d45884eedc4b8e90e4ba13aa5fdc50,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260809_131737_L27_PalletGHN0809164327_Cavity12_B01BH58_Fail4_Score(0.945796)_0.9998_0.8513.bmp,Foreign Matter,L27,test
350465668491d76f63f15bceb3283542,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260810_102749_L27_PalletGHI0810135339_Cavity11_B01BH5B_Fail7_Score(0.9997931).bmp,Foreign Matter,L27,test
355aff8616397a140ffcd10727d60223,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260809_061450_L27_PalletGHP0809094038_Cavity11_B01BH58_Fail7_Score(0.993735)_0.9980_0.6261.bmp,Foreign Matter,L27,test
37439cc9a6e846ba4e1da379017d06a0,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260904_184151_L27_PalletGHR0904220704_Cavity4_B01BMCT_Fail7_Score(0.9999472).bmp,Foreign Matter,L27,test
386efc897bf6a1d61ccf12257f63463b,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260903_162351_L27_PalletGHO0903194944_Cavity1_B01BMCR_Fail7_Score(0.9999822).bmp,Foreign Matter,L27,test
38a97ea99e2eb3ee5e237bb9b85809d4,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260809_194859_L27_PalletGHH0809231452_Cavity13_B01BH59_Fail7_Score(0.9993503).bmp,Foreign Matter,L27,test
38f44e1b7796a655979cb5766b840225,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260905_015648_L27_PalletGHR0905052248_Cavity13_B01BMCV_Fail7_Score(0.9996249).bmp,Foreign Matter,L27,test
3a2dc5d1c0e0d2575a868195d115679b,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260808_215636_L27_PalletGHA0809012224_Cavity10_B01BH57_Fail4_Score(0.9423904).bmp,Foreign Matter,L27,test
3b01837ad6798e950fb4567f8240449f,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260906_151807_L27_PalletGHS0906184414_Cavity10_B01BMDB_Fail7_Score(1).bmp,Foreign Matter,L27,test
3e3a72488ce554c99a0c2ee9c7e17be2,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260904_233556_L27_PalletGHC0905030153_Cavity15_B01BMCV_Fail7_Score(0.9939501)_0.9995_0.9541.bmp,Foreign Matter,L27,test
43cee74a7159af47be86f8edc871c60a,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20241110_160906_L27_PalletGHS1110180003_Cavity13_B0178LC_Fail7_Score(0.9959893)_1.0000_0.9957.bmp,Foreign Matter,L27,test
447fce41c0e9e3a4f31a12dc4766fd87,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20241105_095054_L27_PalletGHN1105114158_Cavity11_B0178KP_Fail6_Score(0.9826413)_1.0000_0.9764.bmp,Foreign Matter,L27,test
47c17cf8edf312ae44831e3db8a3a769,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260807_142455_L27_PalletGHK0807175032_Cavity15_B01BHHF_Fail7_Score(0.9999812).bmp,Foreign Matter,L27,test
49460ae2eaea58db240482e1c602eaff,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260809_082909_L27_PalletGHR0809115457_Cavity12_B01BH58_Fail7_Score(0.9996753).bmp,Foreign Matter,L27,test
516d40f582d1f8cd0775f66c75bdbac6,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260902_153020_L27_PalletGHN0902185608_Cavity1_B01BKZW_Fail7_Score(0.9995217).bmp,Foreign Matter,L27,test
526e17648fe1594c31695677fd802278,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260906_191523_L27_PalletGHP0906224126_Cavity15_B01BMDC_Fail7_Score(0.9999973).bmp,Foreign Matter,L27,test
5547b128231e4bdd9323733ef4caf380,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260810_113545_L27_PalletGHF0810150136_Cavity4_B01BH5B_Fail7_Score(0.9999646).bmp,Foreign Matter,L27,test
56fb8bd6f72f64efaffc4cf74a0bdf40,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260907_073320_L27_PalletGHR0907105930_Cavity12_B01BMCN_Fail7_Score(0.9999411).bmp,Foreign Matter,L27,test
5a27c6deac148c2893af1022b20e38c3,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260809_110338_L27_PalletGHI0809142927_Cavity13_B01BH58_Fail7_Score(0.9965608).bmp,Foreign Matter,L27,test
5b2e69567ea98d3c51d7f684efdb681c,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260807_154957_L27_PalletGHA0807191538_Cavity13_B01BHHF_Fail7_Score(0.9999996).bmp,Foreign Matter,L27,test
5fb44bcc661412a3ed4cdcc6fc63e17c,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260906_194529_L27_PalletGHD0906231133_Cavity6_B01BMDC_Fail7_Score(0.9985567).bmp,Foreign Matter,L27,test
6015629143c93035553ed63c4488ad6e,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260905_112010_L27_PalletGHG0905144611_Cavity15_B01BMCV_Fail7_Score(0.9999996).bmp,Foreign Matter,L27,test
61972776d8dadea0200c2e001a728a4e,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260810_131135_L27_PalletGHI0810163730_Cavity13_B01BH5B_Fail7_Score(0.9999151).bmp,Foreign Matter,L27,test
636362e6cf60552f325698cde062880f,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260905_220316_L27_PalletGHQ0906012914_Cavity15_B01BM7D_Fail7_Score(0.9999157).bmp,Foreign Matter,L27,test
63b1431d4776d9063ac2c331f2373f9e,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260903_145130_L27_PalletGHB0903181713_Cavity15_B01BMCR_Fail7_Score(0.9999816).bmp,Foreign Matter,L27,test
63db40f90b20641271df6ab31d8f37cb,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260808_110340_L27_PalletGHF0808142923_Cavity15_B01BH56_Fail7_Score(0.9927381)_1.0000_0.7821.bmp,Foreign Matter,L27,test
641e5abb9f68879fd2dd19071919e307,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260806_071010_L27_PalletGHC0806103537_Cavity14_B01BGMM_Fail7_Score(0.9999089).bmp,Foreign Matter,L27,test
669260446a78550c1b550f0c419ea8d7,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260904_015240_L27_PalletGHT0904051834_Cavity1_B01BMCS_Fail7_Score(0.9999976).bmp,Foreign Matter,L27,test
6b67731c086f92d23c4ee9cb476ebb7e,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260808_110042_L27_PalletGHP0808142523_Cavity13_B01BH56_Fail7_Score(0.9998475)_1.0000_0.9716.bmp,Foreign Matter,L27,test
6dd0455639f0b4f5073fedb891ad55a2,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260909_021233_L27_PalletGHM0909053848_Cavity4_B01BMCZ_Fail7_Score(0.9999965).bmp,Foreign Matter,L27,test
6f57d1b70f1f6499cd3f2260f244dfdb,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260904_003323_L27_PalletGHF0904035914_Cavity15_B01BMCR_Fail7_Score(0.9999071)_0.9872_0.9714.bmp,Foreign Matter,L27,test
6fda0ef93738fd1d72e3952295e7762f,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260904_214040_L27_PalletGHC0905010634_Cavity15_B01BMCT_Fail4_Score(0.9368309).bmp,Foreign Matter,L27,test
70fc961812e29d2414ab17a0e8c47dbe,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260904_094316_L27_PalletGHF0904130911_Cavity5_B01BMCT_Fail7_Score(0.9999843).bmp,Foreign Matter,L27,test
721ff6bccc5e7516bcc50a0a664bee24,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260808_154031_L27_PalletGHR0808190618_Cavity15_B01BH57_Fail6_Score(0.9803262).bmp,Foreign Matter,L27,test
724497a4f5399583f37f8c4df5bfaf2d,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260807_183329_L27_PalletGHR0807215910_Cavity1_B01BHHF_Fail7_Score(0.9999834).bmp,Foreign Matter,L27,test
7509c0d221178a1fc2acc249434ec78f,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20241113_043222_L27_PalletGHF1113084654_Cavity1_B01796X_Fail4_Score(0.9452471)_0.9999_0.9532.bmp,Foreign Matter,L27,test
766456de28691475c8e74fd2e8fd4f88,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260906_193034_L27_PalletGHE0906225640_Cavity10_B01BMDC_Fail7_Score(0.9997735).bmp,Foreign Matter,L27,test
77fecfb239a49b852f3356b1751018fa,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20241110_175340_L27_PalletGHL1110194526_Cavity15_B0178LD_Fail3_Score(0.930781)_1.0000_0.9972.bmp,Foreign Matter,L27,test
78d777f6df45abe01100f9755326cdce,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260808_165140_L27_PalletGHS0808201721_Cavity8_B01BH57_Fail7_Score(0.9999905).bmp,Foreign Matter,L27,test
78f8aa18401ed9725bc13df62ee0e804,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260904_195443_L27_PalletGHU0904232036_Cavity9_B01BMCT_Fail7_Score(0.9999512).bmp,Foreign Matter,L27,test
79a911b758b84e6f11f7c4875faf6e09,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260907_210603_L27_PalletGHE0908003216_Cavity11_B01BMCW_Fail7_Score(0.9999965).bmp,Foreign Matter,L27,test
79cdcabdc016591d347a6e4c47b1a964,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260906_192445_L27_PalletGHM0906225050_Cavity12_B01BMDC_Fail7_Score(0.9991112).bmp,Foreign Matter,L27,test
80a5b141ff15e442cbb1d060d50498cf,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260806_070903_L27_PalletGHA0806103433_Cavity5_B01BGMM_Fail7_Score(0.9997159).bmp,Foreign Matter,L27,test
8100b13e1c3cd0cf640796a1be02b411,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260906_094831_L27_PalletGHT0906131432_Cavity4_B01BMD6_Fail7_Score(0.9983482).bmp,Foreign Matter,L27,test
82f776212b4ce73415cc51439dece03f,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260810_143913_L27_PalletGHC0810180502_Cavity11_B01BH5B_Fail7_Score(0.9999999).bmp,Foreign Matter,L27,test
830645fc24a4ab53d8eb92e1c3767531,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260905_135701_L27_PalletGHE0905172259_Cavity14_B01BMCV_Fail7_Score(0.9999891).bmp,Foreign Matter,L27,test
85ad7eeb932b0bdc87dfae7303c61a72,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260807_180606_L27_PalletGHS0807213143_Cavity14_B01BHHF_Fail7_Score(0.999871).bmp,Foreign Matter,L27,test
85fc0261f9b9f91a2848e7923cd1ff06,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260904_110013_L27_PalletGHM0904142610_Cavity14_B01BMCT_Fail7_Score(0.9998026)_0.9983_0.9747.bmp,Foreign Matter,L27,test
8613726543d19d51c53ad92c49e8b73a,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260904_230211_L27_PalletGHK0905022806_Cavity2_B01BMCV_Fail7_Score(0.9999934).bmp,Foreign Matter,L27,test
8728eed0d787260b9481820ccd738538,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260907_175938_L27_PalletGHI0907212549_Cavity4_B01BMCW_Fail7_Score(0.9995216).bmp,Foreign Matter,L27,test
8802392b4449eea5d8403c0a01fb4aca,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260909_105510_L27_PalletGHG0909141412_Cavity15_B01BMCZ_Fail5_Score(0.9502488).bmp,Foreign Matter,L27,test
8832d1f217c1380559c906eb61279d81,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260904_150340_L27_PalletGHP0904182936_Cavity7_B01BMCT_Fail7_Score(0.9999998).bmp,Foreign Matter,L27,test
8c4a9ee730eb2fcc3fd7122a5735096f,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260909_105510_L27_PalletGHG0909141412_Cavity11_B01BMCZ_Fail7_Score(0.9980085).bmp,Foreign Matter,L27,test
8ce9500c7e6f18a818f3e552e1f410e0,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260806_092909_L27_PalletGHQ0806125441_Cavity4_B01BGMM_Fail7_Score(0.9986126).bmp,Foreign Matter,L27,test
8d129bb88bb0ef3aaca89a88595db262,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260807_153305_L27_PalletGHO0807185848_Cavity15_B01BHHF_Fail7_Score(0.9999998).bmp,Foreign Matter,L27,test
905a95f69578429597946050803cabe9,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260907_012733_L27_PalletGHK0907045342_Cavity12_B01BMDD_Fail7_Score(0.9991056)_0.9998_0.9794.bmp,Foreign Matter,L27,test
92227fb454158d6080d244bf6a9009d5,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260904_040038_L27_PalletGHU0904072627_Cavity13_B01BMCS_Fail7_Score(0.9999648).bmp,Foreign Matter,L27,test
95b2d9d6352cd728c0762983b80c4740,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260903_143852_L27_PalletGHD0903180441_Cavity12_B01BMCR_Fail7_Score(0.9999706).bmp,Foreign Matter,L27,test
98c1038e83d9c7ea210d3f02a875a9e3,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20241110_052607_L27_PalletGHM1110071750_Cavity14_B0178LB_Fail2_Score(0.9064574)_1.0000_0.9620.bmp,Foreign Matter,L27,test
9a5bc7802887ae10f15ecde16a6fcd47,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260807_235957_L27_PalletGHI0808032534_Cavity4_B01BH56_Fail7_Score(0.9999838).bmp,Foreign Matter,L27,test
a01192b8e622b321a88fdd4ce8164ed7,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260807_220328_L27_PalletGHD0808012845_Cavity14_B01BH56_Fail7_Score(0.999922).bmp,Foreign Matter,L27,test
a14d60c7bba3ac33fd3fc6a4c0b7af39,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260908_151257_L27_PalletGHS0908183913_Cavity10_B01BMCX_Fail7_Score(0.9999989).bmp,Foreign Matter,L27,test
a1e28031c49f97dc7a285c4d7356eba0,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260903_074710_L27_PalletGHP0903111301_Cavity15_B01BKZX_Fail7_Score(0.9998492).bmp,Foreign Matter,L27,test
a21b257b5631e1c1e702abdde1c7d0bd,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260807_104459_L27_PalletGHG0807141033_Cavity10_B01BGMR_Fail7_Score(0.9998559).bmp,Foreign Matter,L27,test
a28ac945b4c31959fa3123d3562035e5,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260906_061319_L27_PalletGHT0906093924_Cavity12_B01BMD7_Fail7_Score(0.9999439).bmp,Foreign Matter,L27,test
a4687e68c3bf81b860c5610a8600609a,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260807_223717_L27_PalletGHF0808020236_Cavity9_B01BH56_Fail7_Score(0.9999226).bmp,Foreign Matter,L27,test
