source_md5,source_path,class,line,split
18e8c47c6f45a00012db9846b7e85c30,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Bubble On 123/20260820_002527_L31_PalletGHE0820050114_Cavity10_B01BK80_Fail7_Score(0.9976335).bmp,Bubble On 123,L31,train
35c3982a3f06aa048fe5ef7f95c94163,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Bubble On 123/20260805_090800_L31_PalletGHP0805134315_Cavity8_B01BH5J_Fail7_Score(0.9998168).bmp,Bubble On 123,L31,train
402dd10468e96416c013b36fa752e34f,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Bubble On 123/20260820_012945_L31_PalletGHU0820060527_Cavity14_B01BK80_Fail6_Score(0.9819713).bmp,Bubble On 123,L31,train
5dc692545c85687819353ab2d7002f5c,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Bubble On 123/20260805_085607_L31_PalletGHI0805133145_Cavity9_B01BH5J_Fail7_Score(0.9998533).bmp,Bubble On 123,L31,train
94c389ccd0f9328d4bc6f2400864b691,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Bubble On 123/20260820_011654_L31_PalletGHN0820055240_Cavity4_B01BK80_Fail7_Score(0.9998396).bmp,Bubble On 123,L31,train
c342a1c0006c1058c4c02ce265c7ebcb,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Bubble On 123/20260820_022349_L31_PalletGHO0820065945_Cavity8_B01BK81_Fail7_Score(0.9996321).bmp,Bubble On 123,L31,train
df8c52aeb697a74d80d2033adb9efd69,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Bubble On 123/20260820_022929_L31_PalletGHC0820070524_Cavity1_B01BK81_Fail5_Score(0.9564127).bmp,Bubble On 123,L31,train
52b2b3cd96cedd6dfaef098ce74a2810,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Bubble On Edge/20260820_032520_L31_PalletGHR0820080109_Cavity4_B01BK81_Fail7_Score(0.9988727).bmp,Bubble On Edge,L31,test
ef9cc5810730640cc353025325e45bb2,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Bubble On Edge/20260820_023328_L31_PalletGHQ0820070909_Cavity12_B01BK81_Fail7_Score(0.9987876).bmp,Bubble On Edge,L31,test
bd606404554894ccf16e62c1a5a8090b,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Bubble On Edge/20260820_015628_L31_PalletGHL0820063224_Cavity7_B01BK81_Fail7_Score(0.9992353).bmp,Bubble On Edge,L31,train
ce378bc51f84effa6398ef643d40e099,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Bubble On Edge/20260820_025001_L31_PalletGHH0820072546_Cavity13_B01BK81_Fail6_Score(0.9826609).bmp,Bubble On Edge,L31,train
cfb6c6253975c0d32096524accfa4984,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Bubble On Edge/20260820_004039_L31_PalletGHF0820051631_Cavity15_B01BK80_Fail7_Score(0.9930503).bmp,Bubble On Edge,L31,train
d3f9d28cbb590a07d6c6a087ec80dae5,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Bubble On Edge/20260820_040332_L31_PalletGHK0820083923_Cavity4_B01BK81_Fail5_Score(0.9653919).bmp,Bubble On Edge,L31,train
5af094bac9eec0425ac3434593346f22,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Bubble Scatter/20260805_175222_L31_PalletGHO0805222747_Cavity6_B01BGTV_Fail7_Score(0.9999983).bmp,Bubble Scatter,L31,test
9cd66b9a69ee69e91acd5e71e37a8978,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Bubble Scatter/20260805_095446_L31_PalletGHQ0805143029_Cavity7_B01BH5J_Fail7_Score(0.9995981).bmp,Bubble Scatter,L31,train
367330bbe7b23cf3aead4f864a0a61aa,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Categorical Classes 20260915/Cavity Off Center/20260826_105459_L31_PalletGHS0826153018_Cavity9_D009H0T_Fail7_Score(1).bmp,Cavity Off Center,L31,test
b4534a6f396b5e79646618a5cdd0be12,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Categorical Classes 20260915/Cavity Off Center/20260809_205536_L31_PalletGHA0810013137_Cavity9_B01BGVC_Fail7_Score(1).bmp,Cavity Off Center,L31,test
cc4718671e57cedc51adab704a2ed8a5,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Categorical Classes 20260915/Cavity Off Center/20260826_105459_L31_PalletGHS0826153018_Cavity12_D009H0T_Fail7_Score(1).bmp,Cavity Off Center,L31,test
f9ba26b8312ffddf2c5b2f8af1f14a47,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Categorical Classes 20260915/Cavity Off Center/20260826_105459_L31_PalletGHS0826153018_Cavity13_D009H0T_Fail7_Score(1).bmp,Cavity Off Center,L31,test
0b21fa1112f4cb46e3f4e8d1d0f93fc0,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Categorical Classes 20260915/Cavity Off Center/20260809_205536_L31_PalletGHA0810013137_Cavity14_B01BGVC_Fail7_Score(1).bmp,Cavity Off Center,L31,train
0cd055c857ff634340acfdb788b10e10,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Categorical Classes 20260915/Cavity Off Center/20260809_205536_L31_PalletGHA0810013137_Cavity13_B01BGVC_Fail7_Score(1).bmp,Cavity Off Center,L31,train
2e48890bd8196665e87cf31dd7326877,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Categorical Classes 20260915/Cavity Off Center/20260809_205536_L31_PalletGHA0810013137_Cavity15_B01BGVC_Fail7_Score(1).bmp,Cavity Off Center,L31,train
6a33e1dae69e45fa95af475b24d24d18,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Categorical Classes 20260915/Cavity Off Center/20260903_235547_L31_PalletGHN0904043156_Cavity15_B01BKVH_Fail7_Score(1).bmp,Cavity Off Center,L31,train
82a56f9ed58e99f0c8b6fa6978892643,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Categorical Classes 20260915/Cavity Off Center/20260826_105459_L31_PalletGHS0826153018_Cavity15_D009H0T_Fail7_Score(1).bmp,Cavity Off Center,L31,train
8f9c0d6a412708cff99f03135f4ccc30,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Categorical Classes 20260915/Cavity Off Center/20260809_205536_L31_PalletGHA0810013137_Cavity12_B01BGVC_Fail7_Score(1).bmp,Cavity Off Center,L31,train
953128566f7b6730887eb3fcc65e688e,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Categorical Classes 20260915/Cavity Off Center/20260901_234546_L31_PalletGHM0902042135_Cavity15_B01BM8Q_Fail7_Score(0.9999375).bmp,Cavity Off Center,L31,train
c838d57a12ca4202a754697f809c3cc5,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Categorical Classes 20260915/Cavity Off Center/20260826_105459_L31_PalletGHS0826153018_Cavity11_D009H0T_Fail7_Score(1).bmp,Cavity Off Center,L31,train
ecc947bfa82a1c227c3a07d7986af041,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Categorical Classes 20260915/Cavity Off Center/20260809_205536_L31_PalletGHA0810013137_Cavity11_B01BGVC_Fail7_Score(1).bmp,Cavity Off Center,L31,train
23a38c0b16cff6bad43b2b78efbda947,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Extraneous Polymer/20260808_042813_L31_PalletGHD0808090405_Cavity3_B01BGTX_Fail7_Score(0.9908786).bmp,Extraneous Polymer,L31,test
2a9587fc3c92653ef68da59a96916145,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Extraneous Polymer/20260818_190151_L31_PalletGHM0818233616_Cavity7_B01BHQL_Fail7_Score(0.9994197).bmp,Extraneous Polymer,L31,test
558f985cacd45a2930b9099d05238a7e,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Extraneous Polymer/20260808_093445_L31_PalletGHE0808141038_Cavity7_B01BGTZ_Fail7_Score(0.9999933).bmp,Extraneous Polymer,L31,test
7d85fe4674c1e816c5b246f10fc0193a,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Extraneous Polymer/20260810_101302_L31_PalletGHJ0810144706_Cavity5_B01BHK4_Fail7_Score(0.9999977)_0.9999_0.6514.bmp,Extraneous Polymer,L31,test
c328df03ca9772e6c21d4929dc76f36c,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Extraneous Polymer/20260806_173124_L31_PalletGHF0806220712_Cavity9_B01BGTT_Fail7_Score(0.9950727).bmp,Extraneous Polymer,L31,test
0a78ccd88bba01a0ea634f5e0da008e9,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Extraneous Polymer/20260806_060852_L31_PalletGHN0806104441_Cavity10_B01BGTR_Fail7_Score(0.9993573).bmp,Extraneous Polymer,L31,train
208627a13694838db4de965389ec424b,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Extraneous Polymer/20260806_163026_L31_PalletGHJ0806210610_Cavity6_B01BGTT_Fail7_Score(0.9987792)_0.9999_0.3120.bmp,Extraneous Polymer,L31,train
8f3cea28f4276a042b25382c935fa285,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Extraneous Polymer/20260907_140021_L31_PalletGHT0907183643_Cavity14_B01BM57_Fail7_Score(0.996541).bmp,Extraneous Polymer,L31,train
9cc0ba0399235aa89b0575ae0897fe09,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Extraneous Polymer/20260824_183706_L31_PalletGHA0824231326_Cavity1_B01BK8W_Fail7_Score(0.9914343).bmp,Extraneous Polymer,L31,train
a2f2bef0959de2a47ae949c99488cade,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Extraneous Polymer/20260806_211435_L31_PalletGHN0807015002_Cavity14_B01BGV1_Fail7_Score(0.9953595).bmp,Extraneous Polymer,L31,train
adcbf3abb25d464912836c396aa2a051,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Extraneous Polymer/20260807_114321_L31_PalletGHI0807161910_Cavity13_B01BGTW_Fail6_Score(0.9734123).bmp,Extraneous Polymer,L31,train
c9bf152cafaed4e930b65bc7a5708342,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Extraneous Polymer/20260823_004934_L31_PalletGHA0823052542_Cavity8_B01BK8Q_Fail7_Score(0.9904566).bmp,Extraneous Polymer,L31,train
cac558c449e51622a694560fee1fdf06,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Extraneous Polymer/20260806_195715_L31_PalletGHU0807003256_Cavity11_B01BG2J_Fail7_Score(0.99911).bmp,Extraneous Polymer,L31,train
f2957eec079e6382bbb7523a8dd5b4cf,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Extraneous Polymer/20260806_162412_L31_PalletGHI0806205947_Cavity3_B01BGTT_Fail7_Score(0.9998382).bmp,Extraneous Polymer,L31,train
fdcae14bff78422def5b602ba7111d52,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Extraneous Polymer/20260830_074427_L31_PalletGHJ0830122108_Cavity15_B01BKSG_Fail7_Score(0.9937558).bmp,Extraneous Polymer,L31,train
ff23c6f040c0ebf907faef5ca249ee84,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Extraneous Polymer/20260831_125331_L31_PalletGHQ0831173016_Cavity8_B01BM0S_Fail7_Score(0.9999996).bmp,Extraneous Polymer,L31,train
13156c9eeee78c8e8bf06841301fd8d3,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260817_060715_L31_PalletGHP0817103742_Cavity10_B01BHQ1_Fail7_Score(0.999054).bmp,Fiber,L31,test
1f267fd329d0016808a093665a427dc8,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260813_163159_L31_PalletGHE0813210819_Cavity8_B01BGV5_Fail7_Score(0.9950312).bmp,Fiber,L31,test
22b54929e47cc71664f4d6e97a46a624,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260806_213540_L31_PalletGHM0807021115_Cavity8_B01BGV1_Fail7_Score(0.9993166)_1.0000_0.4560.bmp,Fiber,L31,test
22d1fceec5a3c90253d3aa86d2bcc53f,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260808_004914_L31_PalletGHH0808052512_Cavity7_B01BG29_Fail7_Score(0.9995252).bmp,Fiber,L31,test
29e37cd9076f67c2a6bf2fa9d4377976,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260808_165707_L31_PalletGHT0808213307_Cavity7_B01BGV2_Fail7_Score(0.9997926).bmp,Fiber,L31,test
2f448b5c0c289a0bd9d5043c4679fdc9,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260907_144623_L31_PalletGHG0907192236_Cavity9_B01BM58_Fail7_Score(0.9912658).bmp,Fiber,L31,test
38cf694b9235d68fc31580c3f44a7a02,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260909_050429_L31_PalletGHA0909094104_Cavity14_B01BM7T_Fail7_Score(0.9997098).bmp,Fiber,L31,test
4051668e2d9e7c3458469d7b0269950f,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260809_012544_L31_PalletGHK0809060144_Cavity6_B01BGV3_Fail6_Score(0.968372)_0.9999_0.4650.bmp,Fiber,L31,test
47096aa87ddc17c271c46d1707ecc842,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260909_104904_L31_PalletGHM0909152535_Cavity8_B01BM55_Fail7_Score(0.999572).bmp,Fiber,L31,test
4d3c9aa680301ba859f76ca78d0c742f,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260815_131607_L31_PalletGHU0815175054_Cavity10_B01BHPX_Fail7_Score(0.9998805).bmp,Fiber,L31,test
5f9c98fc8733f4fa339d881bb265cf07,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260821_193953_L31_PalletGHJ0822001511_Cavity2_B01BK8K_Fail7_Score(0.9965569).bmp,Fiber,L31,test
605c4b202de0ee736924cd612f835f4c,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260815_141840_L31_PalletGHP0815185423_Cavity13_B01BHPX_Fail6_Score(0.9765651).bmp,Fiber,L31,test
610562ae8d4dfb92f37d1b1a4e2f3fe8,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260829_120906_L31_PalletGHM0829164425_Cavity6_B01BKS8_Fail4_Score(0.942822).bmp,Fiber,L31,test
70a84215795b1c08db9e115e01cd8654,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260810_101302_L31_PalletGHJ0810144706_Cavity10_B01BHK4_Fail7_Score(0.9993096).bmp,Fiber,L31,test
70c27e2db44bd7be27926ff91fe3936f,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260806_144824_L31_PalletGHL0806192409_Cavity9_B01BGTT_Fail7_Score(0.9999896).bmp,Fiber,L31,test
71dd04c5f200005334ac025d5545147e,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260808_122143_L31_PalletGHJ0808165743_Cavity3_B01BGTZ_Fail7_Score(0.9995952).bmp,Fiber,L31,test
727b979efc5185ad9eebb74d7d7f1649,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260902_140428_L31_PalletGHF0902183959_Cavity6_B01BKVD_Fail6_Score(0.9793463).bmp,Fiber,L31,test
8aedb7201ad4934ecbf1d34b073fafbb,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260809_001433_L31_PalletGHU0809045026_Cavity14_B01BGV3_Fail7_Score(0.9999026).bmp,Fiber,L31,test
a898b7791c858fe36c123785274e83ab,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260819_101540_L31_PalletGHH0819145114_Cavity15_B01BHQM_Fail7_Score(0.999994).bmp,Fiber,L31,test
ad60ba3a682893b283689e2da43f50d0,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260822_041348_L31_PalletGHN0822084952_Cavity10_B01BK8K_Fail7_Score(0.9999971).bmp,Fiber,L31,test
b65c8ad16f2ca4bc70f9c2fbd52c576b,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260815_212211_L31_PalletGHG0816015740_Cavity9_B01BHQS_Fail7_Score(0.9999753).bmp,Fiber,L31,test
ba5b69360d362e7f3ae2bc8e9d8afeb1,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260808_062656_L31_PalletGHR0808110249_Cavity4_B01BGTX_Fail7_Score(0.995026).bmp,Fiber,L31,test
ba66d5526358679755f4e886572ea998,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Fiber/20260805_090319_L31_PalletGHB0805133858_Cavity13_B01BH5J_Fail7_Score(0.9999928).bmp,Fiber,L31,test
bc50046f29cb569049accbd20f00a8a9,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260807_104016_L31_PalletGHJ0807151512_Cavity8_B01BGV0_Fail7_Score(0.9993842).bmp,Fiber,L31,test
bcd2dd1aa6b507abbc65c6dbca0a7357,/data/FMD_Data_26082026/fmd_temp_images/ICube Defects Library/Fiber/20260806_223154_L31_PalletGHL0807030732_Cavity12_B01BGV1_Fail7_Score(0.9915794).bmp,Fiber,L31,test
bf42f96d3a60003630d6d2a22d84077b,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260828_161704_L31_PalletGHU0828204757_Cavity14_B01BKS5_Fail7_Score(0.9997405).bmp,Fiber,L31,test
c16169419b645a1a87d1ea65565c63ca,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260830_195641_L31_PalletGHH0831003324_Cavity10_B01BKSH_Fail6_Score(0.9717867).bmp,Fiber,L31,test
c38af57b92b556648dbc20fd5abe89a7,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260823_020955_L31_PalletGHD0823064337_Cavity4_B01BK8Q_Fail7_Score(1).bmp,Fiber,L31,test
d558d09debc88e028bbba68e901d6a2d,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260808_055235_L31_PalletGHR0808102834_Cavity8_B01BGTX_Fail7_Score(0.9849741).bmp,Fiber,L31,test
db9fc450e2b9f3e9772ffa2b57beb306,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260901_184232_L31_PalletGHC0901231825_Cavity3_B01BKVC_Fail7_Score(0.9919878).bmp,Fiber,L31,test
e305caf40fbde7d3bc44c5851e373cc2,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260908_231444_L31_PalletGHE0909035118_Cavity7_B01BM7Q_Fail7_Score(0.9999553).bmp,Fiber,L31,test
e4b7a316e63a95f3d7eb8432c01a53c5,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260829_042440_L31_PalletGHO0829090013_Cavity10_B01BKVG_Fail7_Score(0.99967).bmp,Fiber,L31,test
e554df175e5f6f6db32186f7619a66b0,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260904_150313_L31_PalletGHQ0904193827_Cavity7_B01BM8K_Fail7_Score(0.9941712).bmp,Fiber,L31,test
ec9e40609660145a1a2db1641d113d2c,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260808_065743_L31_PalletGHH0808113337_Cavity12_B01BGTX_Fail4_Score(0.9464062).bmp,Fiber,L31,test
f052c8742c301e11bbc753684afdd870,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260814_172343_L31_PalletGHD0814215914_Cavity11_B01BHPS_Fail7_Score(0.9999989).bmp,Fiber,L31,test
f63126e379613872e85ed9621fdfe354,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260808_051243_L31_PalletGHM0808094831_Cavity11_B01BGTX_Fail7_Score(0.9987197).bmp,Fiber,L31,test
03ff8f5413a569917c1553eb8e43d75b,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260809_001326_L31_PalletGHS0809044918_Cavity9_B01BGV3_Fail7_Score(0.991802).bmp,Fiber,L31,train
042dbae549c709e95d4adb174bef103a,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260818_064436_L31_PalletGHJ0818112020_Cavity15_B01BJQ0_Fail7_Score(0.9999357).bmp,Fiber,L31,train
047115edc3e2c2aecceb6fe4d8a136cc,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260823_025704_L31_PalletGHH0823073309_Cavity8_B01BK8Q_Fail7_Score(0.999553).bmp,Fiber,L31,train
1122a285a4a562b4ac4a44f07a3fc6ea,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260808_005612_L31_PalletGHU0808053202_Cavity9_B01BG29_Fail7_Score(0.99231).bmp,Fiber,L31,train
12eb49b3f2cd86a74bc0c06694b1b893,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260809_053311_L31_PalletGHF0809100914_Cavity2_B01BGV3_Fail7_Score(0.9908592).bmp,Fiber,L31,train
19870febc9cac4e281a52ff6b36a15b2,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260814_051950_L31_PalletGHE0814095536_Cavity10_B01BGV7_Fail7_Score(0.9998299).bmp,Fiber,L31,train
1be2c03367716ceea93c66dcb88649c3,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260808_075517_L31_PalletGHT0808123110_Cavity13_B01BGTX_Fail7_Score(0.9999996).bmp,Fiber,L31,train
25ac8d04498fd602f2553ba6f2d8419d,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260806_115247_L31_PalletGHS0806162416_Cavity13_B01BGTR_Fail7_Score(0.9994446).bmp,Fiber,L31,train
2ca4db8a62c9d55fe1e1484625c37779,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260822_054809_L31_PalletGHO0822102419_Cavity7_B01BK8H_Fail7_Score(0.9992334).bmp,Fiber,L31,train
2ce6d9c33c1b8b429a2f9b9cb0938c9e,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260823_074520_L31_PalletGHE0823122128_Cavity2_B01BK8R_Fail7_Score(0.99752).bmp,Fiber,L31,train
31c32a1ee7ded4e2bf6df537d0038bc2,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260819_131253_L31_PalletGHO0819174846_Cavity2_B01BHQP_Fail7_Score(0.9999998).bmp,Fiber,L31,train
33efe46fb887cab67b2301c55f5efde4,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260823_073215_L31_PalletGHF0823120531_Cavity8_B01BK8R_Fail7_Score(0.9999048).bmp,Fiber,L31,train
37bcf8935fe80cd6d8a73f9d5ddb706a,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260902_122114_L31_PalletGHN0902165712_Cavity15_B01BKVD_Fail7_Score(0.9998255).bmp,Fiber,L31,train
37e2a3c2173b712312630016df9c32bd,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260806_222334_L31_PalletGHH0807025710_Cavity8_B01BGV1_Fail7_Score(0.992609).bmp,Fiber,L31,train
3ae64c19543ca64c913f47570d347789,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260827_195408_L31_PalletGHP0828003033_Cavity3_B01BKS0_Fail4_Score(0.935889).bmp,Fiber,L31,train
3b6b12165b88929bcc4a94a5524a1a5d,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260908_122744_L31_PalletGHI0908170404_Cavity1_B01BM7J_Fail7_Score(0.9999986).bmp,Fiber,L31,train
3e3c0276b6ba5957ef60d6f1f2700a1c,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260828_044856_L31_PalletGHH0828092534_Cavity1_B01BKVM_Fail7_Score(0.9989983).bmp,Fiber,L31,train
42495a7ccf75b959583b3a82d68eea75,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Fiber/20260819_092057_L31_PalletGHO0819134819_Cavity5_B01BHQM_Fail7_Score(0.9998356).bmp,Fiber,L31,train
